userid	post	ques	ans	asker	ans1	severity1	bully1	ans2	severity2	bully2	ans3	severity3	bully3
teaachgee	Q: What is the silliest thing you have done?<br>A: silliest. idk haha im pretty silly all the time	What is the silliest thing you have done?	 silliest. idk haha im pretty silly all the time	ChloroformGRL	No	0	n/a	No	None	None	No	0	n/a
teaachgee	Q: what is the strongest emotion a human has?<br>A: love	what is the strongest emotion a human has?	 love	ChloroformGRL	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What is the wallpaper on your cellphone?<br>A: A picture of me and timothy when we went on a Riverboat cruise and dinner. It was soo romantic :)  I love that picture!	What is the wallpaper on your cellphone?	 A picture of me and timothy when we went on a Riverboat cruise and dinner. It was soo romantic :)  I love that picture!	emahsnouoy	No	0	N/A	No	0	n/a	No	0	n/a
teaachgee	Q: What is the weirdest thing you have overheard lately?<br>A: nothing. sorry im uninteresting currently haha ive beens ick	What is the weirdest thing you have overheard lately?	 nothing. sorry im uninteresting currently haha ive beens ick	ChloroformGRL	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What is the worst prank that has been pulled on you?<br>A: my parents turned the lights out on my sister and i when we watch the newest Texas Chainsaw Masacare in Theaters. They said they went up to the store...but they didnt  they stayed to torment us...and we thought we were really being attacked or something. My dad crawled in the window.... all the lights off. he made the breaker trip...and we heard cracking floor noises in the kitchen..about shit our pants. all i had was a hanger and thought if anyone had to do anything it'd be me....r So of course i finally made myself around the corner of our room and the lights came back on....not too much later there was nocking on our window and like the dumb crazy person in the movie that you wanna scream at for not just leaving the window alone  i threw up the blinds to see my Dad's face plastered up against the window and hands up scaring me half to death!!! It was awful. I was mad at my dad for like the next 2 or 3 days. hahaha i cried and yelled and i was only like 13 but still. hahhaa it was good.	What is the worst prank that has been pulled on you?	 my parents turned the lights out on my sister and i when we watch the newest Texas Chainsaw Masacare in Theaters. They said they went up to the store...but they didnt  they stayed to torment us...and we thought we were really being attacked or something. My dad crawled in the window.... all the lights off. he made the breaker trip...and we heard cracking floor noises in the kitchen..about shit our pants. all i had was a hanger and thought if anyone had to do anything it'd be me....r So of course i finally made myself around the corner of our room and the lights came back on....not too much later there was nocking on our window and like the dumb crazy person in the movie that you wanna scream at for not just leaving the window alone  i threw up the blinds to see my Dad's face plastered up against the window and hands up scaring me half to death!!! It was awful. I was mad at my dad for like the next 2 or 3 days. hahaha i cried and yelled and i was only like 13 but still. hahhaa it was good.	ChloroformGRL	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What is the worst thing you have lived through?<br>A: Lots of things. My brother overcame cancer at 2 years old. That was prolly the worst.	What is the worst thing you have lived through?	 Lots of things. My brother overcame cancer at 2 years old. That was prolly the worst.	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	N/A
teaachgee	Q: What is unbelieveable to you?<br>A: the  way people are to each other.	What is unbelieveable to you?	 the  way people are to each other.	ChloroformGRL	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What is ur states largest amusement park?<br>A: cedar point i believe.	What is ur states largest amusement park?	 cedar point i believe.	Xavier69Massiah	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What is your best birthday memory?<br>A: My 17th. My family went to Florida Disney World for a week and on the way back they took me to the beach  its what I wanted. I was sick the last 3 days and the entire way home. It was great.	What is your best birthday memory?	 My 17th. My family went to Florida Disney World for a week and on the way back they took me to the beach  its what I wanted. I was sick the last 3 days and the entire way home. It was great.	SamsHairTugger	No	0	n/a	No	0	na	No	0	n/a
teaachgee	Q: What is your best friend&#039;s Mom&#039;s name?<br>A: jennifer	What is your best friend&#039;s Mom&#039;s name?	 jennifer	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What is your current desktop picture?<br>A: a sunrise in hot pink orange yellows and blues with a black tree across the skyline and hints of purple. its pretty sweet but it changes weekly usually :)	What is your current desktop picture?	 a sunrise in hot pink orange yellows and blues with a black tree across the skyline and hints of purple. its pretty sweet but it changes weekly usually :)	CoquettishDiva	No	0	None	No	0	n/a	No	0	n/a
teaachgee	Q: What is your favorite flavor of water?<br>A: Lemon :] hahaha	What is your favorite flavor of water?	 Lemon :] hahaha	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	N/A
teaachgee	Q: What is your favorite kind of potato chip?<br>A: grippos :) they are the bomb diggiety.	What is your favorite kind of potato chip?	 grippos :) they are the bomb diggiety.	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What is your favorite kind of soup?<br>A: I like my ma's homemade chicken noodle soup :]	What is your favorite kind of soup?	 I like my ma's homemade chicken noodle soup :]	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What is your favorite movie?<br>A: Along came polly.	What is your favorite movie?	 Along came polly.	ThatlilNinjaKid	No	0	N/A	No	0	n/a	No	0	n/a
teaachgee	Q: What is your favorite outfit yu own ?<br>A: I would have to say currently..r my newest pair of brown skinny jeans and this polester teal crazy print off the shoulder blouse :] I feel super pretty in it!	What is your favorite outfit yu own ?	 I would have to say currently..r my newest pair of brown skinny jeans and this polester teal crazy print off the shoulder blouse :] I feel super pretty in it!	andilove	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What is your favorite salad dressing?<br>A: Raspberry Vinegrette	What is your favorite salad dressing?	 Raspberry Vinegrette	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: what is your favorite thing to do with friends?<br>A: Just hang out. Used to be drink all the time  but ive kinda of had to grow out of that stage. So anymore its having dinner and hanging out till late bullshiting ;]	what is your favorite thing to do with friends?	 Just hang out. Used to be drink all the time  but ive kinda of had to grow out of that stage. So anymore its having dinner and hanging out till late bullshiting ;]	haleybabe96	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What is your favorite thing to eat with peanut butter?<br>A: bananas :]	What is your favorite thing to eat with peanut butter?	 bananas :]	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What is your favourite ride at an amusement park?<br>A: The beast.	What is your favourite ride at an amusement park?	 The beast.	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What is your general philosophy of life?<br>A: Live it  loving and being kind. Kindness is key to everything that brings happiness in life.	What is your general philosophy of life?	 Live it  loving and being kind. Kindness is key to everything that brings happiness in life.	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	None
teaachgee	Q: What is your goal this year?<br>A: To survive this crazy thing we call life..	What is your goal this year?	 To survive this crazy thing we call life..	emahsnouoy	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What is your greatest regret?<br>A: No regrets . truly and ive done some stupid things but i wouldnt be where I am now without them :]	What is your greatest regret?	 No regrets . truly and ive done some stupid things but i wouldnt be where I am now without them :]	emahsnouoy	No	0	n/a	No	None	n/a	No	0	n/a
teaachgee	Q: What is your guilty pleasure Disney movie?<br>A: Disney. Pocahontas by far	What is your guilty pleasure Disney movie?	 Disney. Pocahontas by far	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What is your height in ft/in  centimeters or whatever standard of measure you like :]<br>A: 60 inches. :]	What is your height in ft/in  centimeters or whatever standard of measure you like :]	 60 inches. :]	emahsnouoy	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What is your idea of a PERFECT date?<br>A: There is no perfect lol but I suppose with a funny guy-polite  random and spontaneous  maybe a night out at a 70's club and dress up go to dinner before. haha that'd be fun!! :)	What is your idea of a PERFECT date?	 There is no perfect lol but I suppose with a funny guy-polite  random and spontaneous  maybe a night out at a 70's club and dress up go to dinner before. haha that'd be fun!! :)	kristen2000	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: what is your ideal date?<br>A: Spontaneousness. As much as I love to get all dressed up and go out to a big super nice expensive restuarant  I'd much rather just be in comfy clothes  go out to grab some chipotle--eating outside of course :] then maybe to the drive in with a buncha snackies and a jug of tea :] lay together with my lovee under the stars and enjoy each other.	what is your ideal date?	 Spontaneousness. As much as I love to get all dressed up and go out to a big super nice expensive restuarant  I'd much rather just be in comfy clothes  go out to grab some chipotle--eating outside of course :] then maybe to the drive in with a buncha snackies and a jug of tea :] lay together with my lovee under the stars and enjoy each other.	bearsaretough	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: what is your ideal vacation?<br>A: Florida :] always.r But i wanna see the grand canyon.	what is your ideal vacation?	 Florida :] always.r But i wanna see the grand canyon.	bearsaretough	No	None	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What is your motto?<br>A: If it isn't broken  don't try to fix it :]	What is your motto?	 If it isn't broken  don't try to fix it :]	emahsnouoy	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: what is your opinion on those people who doesn&#039;t mind what others feel?<br>A: They don't feel. Theyre are wayy to many people in this world that don't truly care if they hurt anothers feelings. And its like it makes them feel better about themself. But in reality  they're only insecure about something they have to deal with  whether it be personally or physically or emotionally..just because your not happy with yourself  doesn't mean you should try to make others feel worse about themselves. But that is just my opinion and what do I know. Friendliness only gets a slap in the face more often than not. :] pass it on haha	what is your opinion on those people who doesn&#039;t mind what others feel?	 They don't feel. Theyre are wayy to many people in this world that don't truly care if they hurt anothers feelings. And its like it makes them feel better about themself. But in reality  they're only insecure about something they have to deal with  whether it be personally or physically or emotionally..just because your not happy with yourself  doesn't mean you should try to make others feel worse about themselves. But that is just my opinion and what do I know. Friendliness only gets a slap in the face more often than not. :] pass it on haha	CoquettishDiva	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What is your religion?<br>A: baptist.	What is your religion?	 baptist.	emahsnouoy	No	0	na	No	0	n/a	No	0	n/a
teaachgee	Q: What is your shoe size?<br>A: 7 1/2	What is your shoe size?	 7 1/2	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What is your zodiac sign?<br>A: aries.	What is your zodiac sign?	 aries.	emahsnouoy	No	None	N/A	No	0	n/a	No	0	n/a
teaachgee	Q: What item of clothing do you have the most of?<br>A: tanks :)I wear them under everything!	What item of clothing do you have the most of?	 tanks :)I wear them under everything!	LousyReputation	No	0	n/a	Yes	2	wear them under everything	No	0	n/a
teaachgee	Q: What kind of monster did you use to be afraid of?<br>A: the creepy guy that crawls in little girls windows and does bad things to them in the night.	What kind of monster did you use to be afraid of?	 the creepy guy that crawls in little girls windows and does bad things to them in the night.	ChloroformGRL	No	0	n/a	No	0	n/a	No	0	N/A
teaachgee	Q: What kind of mood are you in?<br>A: blah	What kind of mood are you in?	 blah	rubinathy15	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What kind of music do you listen to?<br>A: Everything!!! seriously.r But when im sad. Ah me by griffen house  I love ADTR &amp; Emarosa any time of the day  anything I can do the robot to and Emmure when Im feeling thrashin :] ha. Ohh and i like instrumental music. Underoaths cd of violins is my all time favorite <3	What kind of music do you listen to?	 Everything!!! seriously.r But when im sad. Ah me by griffen house  I love ADTR &amp; Emarosa any time of the day  anything I can do the robot to and Emmure when Im feeling thrashin :] ha. Ohh and i like instrumental music. Underoaths cd of violins is my all time favorite <3	MissRaccoon	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What kind of phone do you want?<br>A: I have a chocolate. r A blackberry would be nice to carry I suppose but its a waste of money. All phones do the same for what I need. textingg :] ha	What kind of phone do you want?	 I have a chocolate. r A blackberry would be nice to carry I suppose but its a waste of money. All phones do the same for what I need. textingg :] ha	VICKYDELETED	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What last made you laugh?<br>A: I was dancing in the kitchen lastnight while cooking grilled cheese for timmy and we were laughing about it cause i was doing the robot out of the blue :)	What last made you laugh?	 I was dancing in the kitchen lastnight while cooking grilled cheese for timmy and we were laughing about it cause i was doing the robot out of the blue :)	emahsnouoy	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What last made you laugh?cry?<br>A: timothy. Lastnight for both.	What last made you laugh?cry?	 timothy. Lastnight for both.	emahsnouoy	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: what made you interesting?<br>A: The responses to the questions i've been asked :] and perhaps the questions i ask others. haha idk what your asking.	what made you interesting?	 The responses to the questions i've been asked :] and perhaps the questions i ask others. haha idk what your asking.	CoquettishDiva	No	0	n/a	Yes	3	"""""""what made you interesting?"""" -- condescending"""	No	0	n/a
teaachgee	Q: What makes you think a person is creepy?<br>A: the vibe they give off	What makes you think a person is creepy?	 the vibe they give off	ChloroformGRL	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What movie did you think was very pointless?<br>A: About schmidt. r The only movie I couldnt get through to save my life. And I love Jack Nicholson. But this movie was horrible.	What movie did you think was very pointless?	 About schmidt. r The only movie I couldnt get through to save my life. And I love Jack Nicholson. But this movie was horrible.	VICKYDELETED	No	0	n/a	No	0	n/a	No	None	n/a
teaachgee	Q: What movie do you know every line to?<br>A: Shrek	What movie do you know every line to?	 Shrek	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What movie has the best soundtrack?<br>A: Hmm..broken bridges	What movie has the best soundtrack?	 Hmm..broken bridges	xZullyZombiex	No	None	N/A	No	0	n/a	No	0	n/a
teaachgee	Q: what movie that you would like to watch over and over again? why?<br>A: along came polly. cause its funny	what movie that you would like to watch over and over again? why?	 along came polly. cause its funny	CoquettishDiva	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What music video would you like to appear in or would have appeared in?<br>A: hip hop	What music video would you like to appear in or would have appeared in?	 hip hop	rubinathy15	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: what nashionality are you?<br>A: nationality...tehehehe. Im half korean.	what nashionality are you?	 nationality...tehehehe. Im half korean.	imemmaYO	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: what others do you have?<br>A: Others what?	what others do you have?	 Others what?	bearsaretough	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: what part of louisiana was you born in?<br>A: fortpolk. a military base	what part of louisiana was you born in?	 fortpolk. a military base	None	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What reality show do you wish you could be part of?<br>A: Hmmmm dont. i think reality tv should be banned haha	What reality show do you wish you could be part of?	 Hmmmm dont. i think reality tv should be banned haha	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: what religion are you  if you are one?<br>A: Baptist but im solo currently with the whole not going to church and all. I hate the overwelming feeling of having to go to church for the preacher  not the reason..GOd. Its whatever though.	what religion are you  if you are one?	 Baptist but im solo currently with the whole not going to church and all. I hate the overwelming feeling of having to go to church for the preacher  not the reason..GOd. Its whatever though.	haleybabe96	No	0	na	No	0	n/a	No	0	n/a
teaachgee	Q: What rights should the father have if his unmarried girlfriend wants an abortion?<br>A: he should have a right to speak his opinion	What rights should the father have if his unmarried girlfriend wants an abortion?	 he should have a right to speak his opinion	emahsnouoy	No	0	n/a	No	0	None	No	0	n/a
teaachgee	Q: What ring size are you?: r<br>A: Why do you wonder? Show your face.	What ring size are you?: r	 Why do you wonder? Show your face.	None	No	0	n/a	Yes	2	n/a	No	None	n/a
teaachgee	Q: What rock group or star would you like to hang out with?<br>A: none. haha	What rock group or star would you like to hang out with?	 none. haha	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What sitcom character reminds you of you?<br>A: repeat. but will smith from fresh prince of belair. if he wasn't a dude. haha	What sitcom character reminds you of you?	 repeat. but will smith from fresh prince of belair. if he wasn't a dude. haha	SamsHairTugger	No	0	None	No	0	n/a	No	0	n/a
teaachgee	Q: What song always makes you happy when you hear it?<br>A: Ah me. by griffen house :] idk why. It just makes me happy	What song always makes you happy when you hear it?	 Ah me. by griffen house :] idk why. It just makes me happy	emahsnouoy	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: what song best describes you?<br>A: ah me. by griffen house.	what song best describes you?	 ah me. by griffen house.	CoquettishDiva	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What song did you last sing out loud?<br>A: We are family.	What song did you last sing out loud?	 We are family.	SamsHairTugger	No	0	None	No	0	n/a	No	0	n/a
teaachgee	Q: What thought or message would you want to put in a fortune cookie?<br>A: be true to others to hope others will be true to you	What thought or message would you want to put in a fortune cookie?	 be true to others to hope others will be true to you	emahsnouoy	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What time do you have to wake up tomorrow?<br>A: Its sunday so i can sleep in :)	What time do you have to wake up tomorrow?	 Its sunday so i can sleep in :)	CoquettishDiva	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What time do you usually go to bed?<br>A: 10ish	What time do you usually go to bed?	 10ish	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: what time is it where you are?<br>A: 3:39 pm	what time is it where you are?	 3:39 pm	fpn123	No	None	N/A	No	0	n/a	No	0	n/a
teaachgee	Q: what time is it?<br>A: Here? 7:51 am :]	what time is it?	 Here? 7:51 am :]	emahsnouoy	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What time is your alarm clock set for?<br>A: its not.	What time is your alarm clock set for?	 its not.	SamsHairTugger	No	0	n/a	No	None	N/A	No	0	n/a
teaachgee	Q: What to snack on at the movie theatres?<br>A: popcorn!!! twizzlers. and some mike and ikes.	What to snack on at the movie theatres?	 popcorn!!! twizzlers. and some mike and ikes.	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What trait do you love the most and least about yourself?<br>A: My independence.	What trait do you love the most and least about yourself?	 My independence.	emahsnouoy	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What turns you off?<br>A: Stupidity.	What turns you off?	 Stupidity.	emahsnouoy	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What turns you on creatively  spiritually or emotionally?<br>A: Idk really. I think im an alien :]	What turns you on creatively  spiritually or emotionally?	 Idk really. I think im an alien :]	emahsnouoy	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What type of weather do you enjoy the the most?<br>A: summer :]	What type of weather do you enjoy the the most?	 summer :]	SamsHairTugger	No	0	n/a	No	0	n/a	No	None	None
teaachgee	Q: What was cured ham  cured of?<br>A: swine flu.	What was cured ham  cured of?	 swine flu.	krlgibney	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What was name of your first pet and why did you give it that name.<br>A: Sassy. she was a cat. i hate cat's now. funny and weird huh?	What was name of your first pet and why did you give it that name.	 Sassy. she was a cat. i hate cat's now. funny and weird huh?	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What was so great about jumping on the bed as a kid?<br>A: you felt like you could fly :D	What was so great about jumping on the bed as a kid?	 you felt like you could fly :D	ChloroformGRL	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What was the craziest dream you ever had about?<br>A: Its so long to explain. lol I have weird dreams that totally blow me away when i wake up. thats all ill leave it at. haha my mind is very creative sometimes . it suprises even me lol	What was the craziest dream you ever had about?	 Its so long to explain. lol I have weird dreams that totally blow me away when i wake up. thats all ill leave it at. haha my mind is very creative sometimes . it suprises even me lol	ThatlilNinjaKid	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What was the easiest time in you life?<br>A: when I was a child without any worries :] everything was awesome and all things you did were cute.	What was the easiest time in you life?	 when I was a child without any worries :] everything was awesome and all things you did were cute.	emahsnouoy	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What was the first thing you thought when you woke up?<br>A: The love of my life :]	What was the first thing you thought when you woke up?	 The love of my life :]	chelseakayee	No	0	n/a	No	0	n/a	No	None	n/a
teaachgee	Q: What was the last fight you got into?<br>A: Blahhhh	What was the last fight you got into?	 Blahhhh	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What was the last gift that you gave someone?<br>A: gift. a necklace	What was the last gift that you gave someone?	 gift. a necklace	SamsHairTugger	No	0	n/a	No	None	N/A	No	0	n/a
teaachgee	Q: what was the last gift you gave?<br>A: i think to my brother..for his birthday. :]	what was the last gift you gave?	 i think to my brother..for his birthday. :]	fpn123	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: what was the last movie you saw in the theater? what was the last movie you PAID to see?<br>A: Shutter Island for both. paid at the theaters :]	what was the last movie you saw in the theater? what was the last movie you PAID to see?	 Shutter Island for both. paid at the theaters :]	Xavier69Massiah	No	None	N/A	No	0	n/a	No	0	n/a
teaachgee	Q: what was the last movie you watched?<br>A: shutter island	what was the last movie you watched?	 shutter island	zehrbear	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What was the last thing to scare you?<br>A: hmmm i havent been scared in a while	What was the last thing to scare you?	 hmmm i havent been scared in a while	SamsHairTugger	No	0	na	No	0	n/a	No	0	n/a
teaachgee	Q: What was the last thing you ate?<br>A: mac and cheese	What was the last thing you ate?	 mac and cheese	SamsHairTugger	No	0	na	No	0	n/a	No	0	n/a
teaachgee	Q: What was the last thing you made with your own hands?<br>A: A painted wooden dragon.	What was the last thing you made with your own hands?	 A painted wooden dragon.	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What was the last thing you quit?<br>A: Ummm..Im not  a quitter.	What was the last thing you quit?	 Ummm..Im not  a quitter.	SamsHairTugger	No	0	n/a	No	None	None	No	None	n/a
teaachgee	Q: what was the most awkward situation in your life?<br>A: awkward? i dont have too many awkward situations in my life.....so to think of right now idk really..hmmmm ill get back to you on that.	what was the most awkward situation in your life?	 awkward? i dont have too many awkward situations in my life.....so to think of right now idk really..hmmmm ill get back to you on that.	emahsnouoy	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What was the most painful thing you had to tell someone?<br>A: Painful? I had to tell my parents that I had gotten a dui and was going to jail for 15 days.	What was the most painful thing you had to tell someone?	 Painful? I had to tell my parents that I had gotten a dui and was going to jail for 15 days.	xZullyZombiex	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What was the most recent movie that made you cry?<br>A: shutter island	What was the most recent movie that made you cry?	 shutter island	emahsnouoy	No	0	n/a	No	0	n/a	No	0	N/A
teaachgee	Q: what was the weirdest thing you have seen?<br>A: umm a homeless guys with blackberry haha	what was the weirdest thing you have seen?	 umm a homeless guys with blackberry haha	CoquettishDiva	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: what was ur favorite song???<br>A: I think the mama song :) hahar It was really pretty and it was the first time I had heard it  so live was awesome.	what was ur favorite song???	 I think the mama song :) hahar It was really pretty and it was the first time I had heard it  so live was awesome.	sweetiepie18	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What was your childhood nickname?<br>A: t tosh and thats it i think lol miss attitude.	What was your childhood nickname?	 t tosh and thats it i think lol miss attitude.	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What was your fav show as a child?<br>A: Doug!!!!!!!	What was your fav show as a child?	 Doug!!!!!!!	ChloroformGRL	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What was your favorite book as a child?<br>A: Hmmm.. its a tie. I loved all the Bailey School Kids Series and Dr. Suess books. But the BFG. All time favorite childhood book.	What was your favorite book as a child?	 Hmmm.. its a tie. I loved all the Bailey School Kids Series and Dr. Suess books. But the BFG. All time favorite childhood book.	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	N/A
teaachgee	Q: What was your first impression of me :)?<br>A: ..	What was your first impression of me :)?	 ..	rubinathy15	No	0	n/a	No	0	n/a	Yes	2	..
teaachgee	Q: What was your first love like?<br>A: im still in love with my first love.	What was your first love like?	 im still in love with my first love.	ChloroformGRL	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What was your last awkward moment?<br>A: Hmm we just had one but i cant remember what it was..haha oh well	What was your last awkward moment?	 Hmm we just had one but i cant remember what it was..haha oh well	ChloroformGRL	No	0	n/a	No	None	N/A	No	0	n/a
teaachgee	Q: What was your last wish for?<br>A: my life to get back on track. ... oops i told. does that mean it wont come true?	What was your last wish for?	 my life to get back on track. ... oops i told. does that mean it wont come true?	ChloroformGRL	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What were you doing when you found out Michael Jackson was dead?<br>A: I was on my way to work. Driving.	What were you doing when you found out Michael Jackson was dead?	 I was on my way to work. Driving.	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: what were you in middle school?(emo/prep/jock etc?) ya know. lol<br>A: Middle school? Well I've never been emo haha but I don't think Ive been any of those. I was really independent from the beginning. Sooo I was the girl that had glasses and wore the straight legged jeans till jr high but was really funny and everyone liked &amp; was friends with anyways. Areopostale was instyle bigtime when I was in middle school so idk I was friends with everyone though. r And I didn't wear makeup till I was a Jr in HighSchool!! haha	what were you in middle school?(emo/prep/jock etc?) ya know. lol	 Middle school? Well I've never been emo haha but I don't think Ive been any of those. I was really independent from the beginning. Sooo I was the girl that had glasses and wore the straight legged jeans till jr high but was really funny and everyone liked &amp; was friends with anyways. Areopostale was instyle bigtime when I was in middle school so idk I was friends with everyone though. r And I didn't wear makeup till I was a Jr in HighSchool!! haha	haleybabe96	No	0	N/A	No	0	n/a	No	0	n/a
teaachgee	Q: What were you like as a kid?<br>A: Carefree  fun  laughing  giggly  silly girl that loved barbies and using her imagination and learning and acting like she was older and more mature than she ever was.. :) haha	What were you like as a kid?	 Carefree  fun  laughing  giggly  silly girl that loved barbies and using her imagination and learning and acting like she was older and more mature than she ever was.. :) haha	ChloroformGRL	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What were you like when you were a kid?<br>A: fun  outgoing  very blunt  and more like a 16 year old in a 4 year olds body haha	What were you like when you were a kid?	 fun  outgoing  very blunt  and more like a 16 year old in a 4 year olds body haha	emahsnouoy	No	0	n/a	Yes	8	"""very blunt, and more like a 16 year old in a 4 year olds body"""	No	0	n/a
teaachgee	Q: What will make you nervous faster than anything?<br>A: Being pulled over by the cops.  I hate that.	What will make you nervous faster than anything?	 Being pulled over by the cops.  I hate that.	CoquettishDiva	No	0	N/A	No	0	n/a	No	None	N/A
teaachgee	Q: what will you do f you found out that you are adopted?<br>A: i would say. cool im adopted?!! haha and then say welp that was a shocker. and go on with life. cause its not by blood who is your parents. its who took care of you all your life and cares for you and loves you! :)	what will you do f you found out that you are adopted?	 i would say. cool im adopted?!! haha and then say welp that was a shocker. and go on with life. cause its not by blood who is your parents. its who took care of you all your life and cares for you and loves you! :)	CoquettishDiva	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What word describes you best?<br>A: Intriguing.	What word describes you best?	 Intriguing.	emahsnouoy	No	0	N/A	No	0	n/a	No	0	n/a
teaachgee	Q: What word describes you best?<br>A: unpredictable.	What word describes you best?	 unpredictable.	emahsnouoy	No	0	n/a	No	0	N/A	No	None	N/A
teaachgee	Q: What would be the first three words you would teach a parrot  if you had one?<br>A: Eww three more words :] hahar hello. there. goodbye.	What would be the first three words you would teach a parrot  if you had one?	 Eww three more words :] hahar hello. there. goodbye.	emahsnouoy	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What would be the first three words you would teach a parrot  if you had one?<br>A: timmy. wanna. peanut.	What would be the first three words you would teach a parrot  if you had one?	 timmy. wanna. peanut.	emahsnouoy	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: What would be the single most worst thing for you to hear?<br>A: i hate you.	What would be the single most worst thing for you to hear?	 i hate you.	ChloroformGRL	No	None	N/A	No	0	n/a	No	0	n/a
